   Row     Odds(this row)  Evens(this row)	   Odd Percentage(this row)      Total Odds      Total Evens  	    Total Odds Percentage     
     11798            11671             127	0.9892354636379047                    67306911         2295390	0.9670213489062668
     11799            11672             127	0.9892363759640648                    67318583         2295517	0.9670251141650901
     11800            11675             125	0.989406779661017                     67330258         2295642	0.9670289073462606
     11801            11672             129	0.9890687229895772                    67341930         2295771	0.9670326422751951
     11802            11674             128	0.9891543806134554                    67353604         2295899	0.9670363907693641
     11803            11675             128	0.989155299500127                     67365279         2296027	0.9670401384665398
     11804            11678             126	0.989325652321247                     67376957         2296153	0.9670439140724448
     11805            11677             128	0.9891571368064379                    67388634         2296281	0.967047660171502
     11806            11679             127	0.9892427579197018                    67400313         2296408	0.967051419822175
     11807            11680             127	0.9892436690099093                    67411993         2296535	0.9670551786719697
     11808            11683             125	0.9894139566395664                    67423676         2296660	0.9670589654071662
     11809            11680             129	0.9890761283766619                    67435356         2296789	0.9670626939699044
     11810            11682             128	0.9891617273497036                    67447038         2296917	0.9670664360803742
     11811            11683             128	0.9891626449919566                    67458721         2297045	0.9670701773958013
     11812            11686             126	0.9893328818151033                    67470407         2297171	0.9670739465830389
     11813            11685             128	0.9891644798103784                    67482092         2297299	0.9670776863042556
     11814            11687             127	0.989250042322668                     67493779         2297426	0.9670814395596121
     11815            11688             127	0.9892509521794329                    67505467         2297553	0.9670851920160475
     11816            11691             125	0.9894211238997969                    67517158         2297678	0.9670889723210121
     11817            11688             129	0.989083523736989                     67528846         2297807	0.967092694533132
     11818            11690             128	0.9891690641394483                    67540536         2297935	0.967096430275514
     11819            11691             128	0.9891699805398088                    67552227         2298063	0.9671001652247972
     11820            11694             126	0.9893401015228427                    67563921         2298189	0.9671039280090452
     11821            11693             128	0.9891718128753912                    67575614         2298317	0.9671076613680143
     11822            11695             127	0.9892573168668584                    67587309         2298444	0.9671114082436802
     11823            11696             127	0.9892582254926837                    67599005         2298571	0.9671151543223759
     11824            11699             125	0.9894282814614344                    67610704         2298696	0.9671189282128011
     11825            11696             129	0.9890909090909091                    67622400         2298825	0.9671226440898311
     11826            11698             128	0.989176391002875                     67634098         2298953	0.967126373479687
     11827            11699             128	0.9891773061638623                    67645797         2299081	0.9671301020783823
     11828            11702             126	0.989347311464322                     67657499         2299207	0.967133858475269
     11829            11701             128	0.9891791360216418                    67669200         2299335	0.9671375854875338
     11830            11703             127	0.9892645815722739                    67680903         2299462	0.9671413259990856
     11831            11704             127	0.9892654889696559                    67692607         2299589	0.9671450657156121
     11832            11707             125	0.9894354293441514                    67704314         2299714	0.9671488332071406
     11833            11704             129	0.9890982844587172                    67716018         2299843	0.9671525427645602
     11834            11706             128	0.9891837079601149                    67727724         2299971	0.9671562658174027
     11835            11707             128	0.9891846218842416                    67739431         2300099	0.9671599880810166
     11836            11710             126	0.9893545116593444                    67751141         2300225	0.9671637381061206
     11837            11709             128	0.9891864492692405                    67762850         2300353	0.9671674587871754
     11838            11711             127	0.9892718364588613                    67774561         2300480	0.9671711929501404
     11839            11712             127	0.9892727426302897                    67786273         2300607	0.9671749263200188
     11840            11715             125	0.9894425675675675                    67797988         2300732	0.9671786874282441
     11841            11712             129	0.9891056498606536                    67809700         2300861	0.9671823906814838
     11842            11714             128	0.9891910150312447                    67821414         2300989	0.9671861074127764
     11843            11715             128	0.9891919277210166                    67833129         2301117	0.9671898233567664
     11844            11718             126	0.9893617021276596                    67844847         2301243	0.9671935670256175
     11845            11717             128	0.9891937526382439                    67856564         2301371	0.9671972813909075
     11846            11719             127	0.9892790815465136                    67868283         2301498	0.9672010092207641
     11847            11720             127	0.9892799864944711                    67880003         2301625	0.9672047362594667
     11848            11723             125	0.9894496961512491                    67891726         2301750	0.9672084909999328
     11849            11720             129	0.9891130053169044                    67903446         2301879	0.9672121879643745
     11850            11722             128	0.989198312236287                     67915168         2302007	0.9672158983895321
     11851            11723             128	0.989199223694203                     67926891         2302135	0.9672196080293068
     11852            11726             126	0.9893688828889639                    67938617         2302261	0.9672233453573857
     11853            11725             128	0.9892010461486543                    67950342         2302389	0.9672270534223075
     11854            11727             127	0.9892863168550701                    67962069         2302516	0.9672307749344852
     11855            11728             127	0.9892872205820329                    67973797         2302643	0.9672344956574351
     11856            11731             125	0.9894568151147098                    67985528         2302768	0.9672382440456374
     11857            11728             129	0.9891203508476005                    67997256         2302897	0.9672419347366144
     11858            11730             128	0.98920559959521                      68008986         2303025	0.9672456388710031
     11859            11731             128	0.9892065098237626                    68020717         2303153	0.9672493422219226
     11860            11734             126	0.9893760539629005                    68032451         2303279	0.9672530732246613
     11861            11733             128	0.9892083298204198                    68044184         2303407	0.9672567750045628
     11862            11735             127	0.9892935424043163                    68055919         2303534	0.9672604902144422
     11863            11736             127	0.989294444912754                     68067655         2303661	0.9672642046370143
     11864            11739             125	0.9894639244774106                    68079394         2303786	0.9672679466883991
     11865            11736             129	0.9891276864728192                    68091130         2303915	0.9672716311211961
     11866            11738             128	0.9892128771279285                    68102868         2304043	0.9672753289801338
     11867            11739             128	0.9892137861296031                    68114607         2304171	0.9672790260575098
     11868            11742             126	0.9893832153690597                    68126349         2304297	0.9672827507502912
     11869            11741             128	0.989215603673435                     68138090         2304425	0.9672864462604721
     11870            11743             127	0.9893007582139849                    68149833         2304552	0.9672901551833857
     11871            11744             127	0.9893016595063601                    68161577         2304679	0.9672938633209064
     11872            11747             125	0.9894710242587601                    68173324         2304804	0.9672975990508715
     11873            11744             129	0.9891350122125832                    68185068         2304933	0.9673012772407252
     11874            11746             128	0.9892201448543035                    68196814         2305061	0.9673049688394812
     11875            11747             128	0.989221052631579                     68208561         2305189	0.9673086596585773
     11876            11750             126	0.9893903671269788                    68220311         2305315	0.9673123780567364
     11877            11749             128	0.9892228677275406                    68232060         2305443	0.967316067312448
     11878            11751             127	0.9893079643037549                    68243811         2305570	0.9673197699636797
     11879            11752             127	0.9893088643825237                    68255563         2305697	0.9673234718314271
     11880            11755             125	0.9894781144781145                    68267318         2305822	0.9673272012553218
     11881            11752             129	0.9891423280868614                    68279070         2305951	0.9673308732174211
     11882            11754             128	0.9892274027941425                    68290824         2306079	0.9673345585712166
     11883            11755             128	0.9892283093494909                    68302579         2306207	0.967338243147248
     11884            11758             126	0.9893975092561427                    68314337         2306333	0.9673419552660716
     11885            11757             128	0.9892301220025241                    68326094         2306461	0.9673456382825172
     11886            11759             127	0.9893151606932525                    68337853         2306588	0.9673493346773032
     11887            11760             127	0.9893160595608648                    68349613         2306715	0.967353030290507
     11888            11763             125	0.989485195154778                     68361376         2306840	0.9673567534236325
     11889            11760             129	0.989149634115569                     68373136         2306969	0.9673604191731181
     11890            11762             128	0.9892346509671993                    68384898         2307097	0.9673640982971269
     11891            11763             128	0.9892355563030863                    68396661         2307225	0.9673677766452611
     11892            11766             126	0.9894046417759839                    68408427         2307351	0.9673714824999875
     11893            11765             128	0.9892373665181199                    68420192         2307479	0.9673751592923228
     11894            11767             127	0.9893223474020515                    68431959         2307606	0.9673788494458512
     11895            11768             127	0.9893232450609499                    68443727         2307733	0.9673825388196936
     11896            11771             125	0.9894922663080027                    68455498         2307858	0.9673862556773029
     11897            11768             129	0.9891569303185677                    68467266         2307987	0.9673899152292681
     11898            11770             128	0.9892418893931754                    68479036         2308115	0.9673935881386158
     11899            11771             128	0.9892427935120598                    68490807         2308243	0.9673972602739725
     11900            11774             126	0.9894117647058823                    68502581         2308369	0.9674009598797926
     11901            11773             128	0.9892446012940089                    68514354         2308497	0.9674046304631255
     11902            11775             127	0.9893295244496724                    68526129         2308624	0.9674083143905365
     11903            11776             127	0.9893304209022935                    68537905         2308751	0.9674119975401521
     11904            11779             125	0.9894993279569892                    68549684         2308876	0.9674157081374501
     11905            11776             129	0.9891642167156657                    68561460         2309005	0.9674193615069409
     11906            11778             128	0.9892491180917184                    68573238         2309133	0.9674230282167057
     11907            11779             128	0.9892500209960527                    68585017         2309261	0.9674266941543576
     11908            11782             126	0.9894188780651663                    68596799         2309387	0.9674303875264141
     11909            11781             128	0.9892518263498195                    68608580         2309515	0.9674340519158051
     11910            11783             127	0.9893366918555836                    68620363         2309642	0.9674377296321917
     11911            11784             127	0.9893375871043573                    68632147         2309769	0.9674414065726671
     11912            11787             125	0.9895063801208865                    68643934         2309894	0.9674451109248116
     11913            11784             129	0.989171493326618                     68655718         2310023	0.9674487581268263
     11914            11786             128	0.989256337082424                     68667504         2310151	0.9674524186520391
     11915            11787             128	0.9892572387746538                    68679291         2310279	0.9674560784070111
     11916            11790             126	0.9894259818731118                    68691081         2310405	0.9674597655603997
     11917            11789             128	0.9892590417051271                    68702870         2310533	0.9674634237708619
     11918            11791             127	0.9893438496392012                    68714661         2310660	0.9674670952912694
     11919            11792             127	0.9893447436865509                    68726453         2310787	0.9674707660376445
     11920            11795             125	0.989513422818792                     68738248         2310912	0.9674744641597451
     11921            11792             129	0.9891787601711266                    68750040         2311041	0.9674781052092354
     11922            11794             128	0.9892635463848347                    68761834         2311169	0.96748175956488
     11923            11795             128	0.9892644468673991                    68773629         2311297	0.9674854131521499
     11924            11798             126	0.9894330761489433                    68785427         2311423	0.9674890941019187
     11925            11797             128	0.9892662473794549                    68797224         2311551	0.9674927461484184
     11926            11799             127	0.9893509978198893                    68809023         2311678	0.9674964114878452
     11927            11800             127	0.9893518906682317                    68820823         2311805	0.9675000760551121
     11928            11803             125	0.9895204560697518                    68832626         2311930	0.9675037679622317
     11929            11800             129	0.9891860172688406                    68844426         2312059	0.9675074028741021
     11930            11802             128	0.9892707460184409                    68856228         2312187	0.9675110510751153
     11931            11803             128	0.9892716452937725                    68868031         2312315	0.9675146985096139
     11932            11806             126	0.9894401609118337                    68879837         2312441	0.967518373270764
     11933            11805             128	0.9892734433922735                    68891642         2312569	0.9675220191682202
     11934            11807             127	0.9893581364169599                    68903449         2312696	0.9675256783416176
     11935            11808             127	0.9893590280687055                    68915257         2312823	0.9675293367447221
     11936            11811             125	0.9895274798927614                    68927068         2312948	0.9675330224518759
     11937            11808             129	0.9891932646393566                    68938876         2313077	0.9675366512409842
     11938            11810             128	0.9892779360026805                    68950686         2313205	0.967540293302256
     11939            11811             128	0.9892788340732055                    68962497         2313333	0.9675439345988676
     11940            11814             126	0.9894472361809046                    68974311         2313459	0.967547603186353
     11941            11813             128	0.9892806297630015                    68986124         2313587	0.9675512429496383
     11942            11815             127	0.9893652654496734                    68997939         2313714	0.9675548959719108
     11943            11816             127	0.989366155907226                     69009755         2313841	0.9675585482257513
     11944            11819             125	0.9895344943067649                    69021574         2313966	0.967562227747908
     11945            11816             129	0.9892005023022185                    69033390         2314095	0.9675658504290656
     11946            11818             128	0.9892851163569396                    69045208         2314223	0.9675694863654392
     11947            11819             128	0.9892860132250775                    69057027         2314351	0.9675731215390012
     11948            11822             126	0.989454301975226                     69068849         2314477	0.9675767839677294
     11949            11821             128	0.9892878065110051                    69080670         2314605	0.9675804176116697
     11950            11823             127	0.9893723849372384                    69092493         2314732	0.9675840644976751
     11951            11824             127	0.9893732742029956                    69104317         2314859	0.9675877106171037
     11952            11827             125	0.9895414993306559                    69116144         2314984	0.967591383969185
     11953            11824             129	0.9892077302769179                    69127968         2315113	0.9675950005571569
     11954            11826             128	0.9892922871005522                    69139794         2315241	0.9675986303834292
     11955            11827             128	0.989293182768716                     69151621         2315369	0.9676022594487329
     11956            11830             126	0.9894613583138173                    69163451         2315495	0.9676059157335644
     11957            11829             128	0.9892949736555993                    69175280         2315623	0.9676095432729392
     11958            11831             127	0.9893794948988125                    69187111         2315750	0.9676131840374891
     11959            11832             127	0.9893803829751652                    69198943         2315877	0.9676168240373114
     11960            11835             125	0.9895484949832776                    69210778         2316002	0.9676204912341922
     11961            11832             129	0.9892149485828944                    69222610         2316131	0.9676241017436972
     11962            11834             128	0.9892994482528006                    69234444         2316259	0.9676277254746191
     11963            11835             128	0.9893003427233972                    69246279         2316387	0.9676313484464092
     11964            11838             126	0.9894684052156469                    69258117         2316513	0.9676349986021583
     11965            11837             128	0.9893021312160468                    69269954         2316641	0.967638620051701
     11966            11839             127	0.9893865953535016                    69281793         2316768	0.9676422547095604
     11967            11840             127	0.9893874822428345                    69293633         2316895	0.9676458886045359
     11968            11843             125	0.9895554812834224                    69305476         2317020	0.967649549661045
     11969            11840             129	0.9892221572395354                    69317316         2317149	0.9676531541067558
     11970            11842             128	0.9893065998329156                    69329158         2317277	0.9676567717570316
     11971            11843             128	0.9893074931083452                    69341001         2317405	0.9676603886500071
     11972            11846             126	0.9894754426996325                    69352847         2317531	0.967664032691442
     11973            11845             128	0.9893092792115593                    69364692         2317659	0.9676676480658398
     11974            11847             127	0.9893936863203607                    69376539         2317786	0.9676712766317278
     11975            11848             127	0.9893945720250522                    69388387         2317913	0.9676749044365698
     11976            11851             125	0.989562458249833                     69400238         2318038	0.9676785593674896
     11977            11848             129	0.9892293562661768                    69412086         2318167	0.967682157764033
     11978            11850             128	0.9893137418600768                    69423936         2318295	0.9676857693483215
     11979            11851             128	0.9893146339427331                    69435787         2318423	0.9676893801771352
     11980            11854             126	0.989482470784641                     69447641         2318549	0.9676930181189778
     11981            11853             128	0.9893164176612971                    69459494         2318677	0.9676966274328723
     11982            11855             127	0.9894007678183943                    69471349         2318804	0.9677002499214621
     11983            11856             127	0.9894016523408161                    69483205         2318931	0.9677038716508378
     11984            11859             125	0.9895694259012016                    69495064         2319056	0.9677075204709046
     11985            11856             129	0.9892365456821026                    69506920         2319185	0.967711112832862
     11986            11858             128	0.9893208743534123                    69518778         2319313	0.9677147183657762
     11987            11859             128	0.9893217652456828                    69530637         2319441	0.9677183231450354
     11988            11862             126	0.9894894894894894                    69542499         2319567	0.9677219550019617
     11989            11861             128	0.989323546584369                     69554360         2319695	0.9677255582699488
     11990            11863             127	0.9894078398665554                    69566223         2319822	0.9677291746958676
     11991            11864             127	0.9894087232090735                    69578087         2319949	0.9677327903643989
     11992            11867             125	0.9895763842561708                    69589954         2320074	0.967736433088303
     11993            11864             129	0.9892437255065455                    69601818         2320203	0.9677400194302104
     11994            11866             128	0.9893279973319994                    69613684         2320331	0.9677436189263174
     11995            11867             128	0.9893288870362651                    69625551         2320459	0.9677472176705838
     11996            11870             126	0.9894964988329443                    69637421         2320585	0.9677508434572242
     11997            11869             128	0.9893306659998333                    69649290         2320713	0.9677544406938541
     11998            11871             127	0.9894149024837473                    69661161         2320840	0.9677580510716839
     11999            11872             127	0.9894157846487207                    69673033         2320967	0.9677616606939468
     12000            11875             125	0.9895833333333334                    69684908         2321092	0.9677652973363331
     12001            11872             129	0.9892508957586867                    69696780         2321221	0.9677688776726807
     12002            11874             128	0.9893351108148641                    69708654         2321349	0.9677724711465027
     12003            11875             128	0.9893359993334999                    69720529         2321477	0.9677760638702926
     12004            11878             126	0.9895034988337221                    69732407         2321603	0.9677796836012319
     12005            11877             128	0.9893377759266972                    69744284         2321731	0.9677832748210096
     12006            11879             127	0.9894219556888223                    69756163         2321858	0.9677868791652867
     12007            11880             127	0.9894228366786042                    69768043         2321985	0.9677904827558119
     12008            11883             125	0.9895902731512325                    69779926         2322110	0.9677941133312796
     12009            11881             128	0.98934132733783                      69791807         2322238	0.9677977015434372
     12010            11883             127	0.9894254787676936                    69803690         2322365	0.9678013028717569
     12011            11884             127	0.9894263591707602                    69815574         2322492	0.9678049034472314
     12012            11887             125	0.9895937395937396                    69827461         2322617	0.9678085309900843
     12013            11886             127	0.989428119537168                     69839347         2322744	0.967812130055932
     12014            11888             126	0.9895122357249875                    69851235         2322870	0.9678157422249989
     12015            11889             126	0.9895131086142323                    69863124         2322996	0.9678193536375137
     12016            11892             124	0.9896804260985352                    69875016         2323120	0.9678229919952505
     12017            11889             128	0.9893484230673213                    69886905         2323248	0.9678265741937979
     12018            11891             127	0.9894325178898319                    69898796         2323375	0.9678301694918586
     12019            11892             127	0.9894333971212247                    69910688         2323502	0.9678337640388852
     12020            11895             125	0.9896006655574043                    69922583         2323627	0.9678373855182161
     12021            11894             127	0.9894351551451627                    69934477         2323754	0.9678409785592453
     12022            11896             126	0.9895192147729163                    69946373         2323880	0.9678445846868697
     12023            11897             126	0.9895200865008733                    69958270         2324006	0.9678481900597596
     12024            11900             124	0.9896872920825016                    69970170         2324130	0.9678518223428403
     12025            11897             128	0.9893555093555093                    69982067         2324258	0.9678553985422437
     12026            11899             127	0.9894395476467653                    69993966         2324385	0.9678589878245426
     12027            11900             127	0.9894404257088218                    70005866         2324512	0.9678625763576129
     12028            11903             125	0.9896075823079481                    70017769         2324637	0.9678661917879812
     12029            11902             127	0.9894421813949622                    70029671         2324764	0.9678697788186723
     12030            11904             126	0.9895261845386534                    70041575         2324890	0.9678733789193655
     12031            11905             126	0.9895270551076386                    70053480         2325016	0.9678769782671361
     12032            11908             124	0.9896941489361702                    70065388         2325140	0.9678806044901344
     12033            11905             128	0.989362586221225                     70077293         2325268	0.9678841747048147
     12034            11907             127	0.9894465680571713                    70089200         2325395	0.9678877579858038
     12035            11908             127	0.9894474449522227                    70101108         2325522	0.9678913405193642
     12036            11911             125	0.9896144898637421                    70113019         2325647	0.9678949499152842
     12037            11910             127	0.9894491983052256                    70124929         2325774	0.9678985309500724
     12038            11912             126	0.9895331450407044                    70136841         2325900	0.9679021250383008
     12039            11913             126	0.9895340144530277                    70148754         2326026	0.9679057183754128
     12040            11916             124	0.9897009966777409                    70160670         2326150	0.9679093385528569
     12041            11913             128	0.9893696536832489                    70172583         2326278	0.9679129027971901
     12042            11915             127	0.9894535791396778                    70184498         2326405	0.9679164800912767
     12043            11916             127	0.989454454870049                     70196414         2326532	0.9679200566397289
     12044            11919             125	0.9896213882431086                    70208333         2326657	0.9679236600156697
     12045            11918             127	0.9894562058945621                    70220251         2326784	0.9679272350689453
     12046            11920             126	0.9895400962975262                    70232171         2326910	0.9679308231591301
     12047            11921             126	0.989540964555491                     70244092         2327036	0.9679344104999994
     12048            11924             124	0.9897078353253652                    70256016         2327160	0.9679380246463726
     12049            11921             128	0.989376711760312                     70267937         2327288	0.9679415829346902
     12050            11923             127	0.989460580912863                     70279860         2327415	0.9679451542562367
     12051            11924             127	0.9894614554808729                    70291784         2327542	0.9679487248339375
     12052            11927             125	0.9896282774643212                    70303711         2327667	0.9679523222043234
     12053            11926             127	0.9894632041815316                    70315637         2327794	0.967955891290432
     12054            11928             126	0.9895470383275261                    70327565         2327920	0.96795947339695
     12055            11929             126	0.9895479054334301                    70339494         2328046	0.9679630547559475
     12056            11932             124	0.9897146648971467                    70351426         2328170	0.967966662885688
     12057            11929             128	0.9893837604710957                    70363355         2328298	0.9679702152322771
     12058            11931             127	0.9894675733952563                    70375286         2328425	0.9679737805956012
     12059            11932             127	0.9894684468032175                    70387218         2328552	0.9679773452168629
     12060            11935             125	0.9896351575456053                    70399153         2328677	0.9679809365960733
     12061            11934             127	0.9894701931846447                    70411087         2328804	0.9679844997293163
     12062            11936             126	0.9895539711490632                    70423023         2328930	0.9679880758664994
     12063            11937             126	0.9895548371051978                    70434960         2329056	0.9679916512579515
     12064            11940             124	0.9897214854111406                    70446900         2329180	0.967995253385453
     12065            11937             128	0.9893907998342313                    70458837         2329308	0.967998799804556
     12066            11939             127	0.9894745566053373                    70470776         2329435	0.9680023592239314
     12067            11940             127	0.9894754288555565                    70482716         2329562	0.9680059179030218
     12068            11943             125	0.9896420285051376                    70494659         2329687	0.9680095033053918
     12069            11942             127	0.989477172922363                     70506601         2329814	0.968013060500026
     12070            11944             126	0.9895608947804474                    70518545         2329940	0.9680166306821617
     12071            11945             126	0.9895617595890979                    70530490         2330066	0.9680202001203504
     12072            11948             124	0.9897282968853546                    70542438         2330190	0.9680237962599619
     12073            11945             128	0.9893978298683012                    70554383         2330318	0.9680273367657775
     12074            11947             127	0.9894815305615372                    70566330         2330445	0.9680308902554331
     12075            11948             127	0.9894824016563147                    70578278         2330572	0.968034443006576
     12076            11951             125	0.9896488903610468                    70590229         2330697	0.9680380224463963
     12077            11950             127	0.9894841434130993                    70602179         2330824	0.9680415737166341
     12078            11952             126	0.9895678092399404                    70614131         2330950	0.968045137957966
     12079            11953             126	0.989568672903386                     70626084         2331076	0.9680487014571291
     12080            11956             124	0.9897350993377484                    70638040         2331200	0.9680522916231552
     12081            11953             128	0.9894048505918385                    70649993         2331328	0.9680558262298377
     12082            11955             127	0.989488495282238                     70661948         2331455	0.9680593738039587
     12083            11956             127	0.9894893652238682                    70673904         2331582	0.9680629206413337
     12084            11959             125	0.9896557431314135                    70685863         2331707	0.9680664941328505
     12085            11958             127	0.9894911046752172                    70697821         2331834	0.9680700394928609
     12086            11960             126	0.9895747145457554                    70709781         2331960	0.9680735978075878
     12087            11961             126	0.9895755770662695                    70721742         2332086	0.9680771553819192
     12088            11964             124	0.9897418927862343                    70733706         2332210	0.9680807395886202
     12089            11961             128	0.989411862023327                     70745667         2332338	0.9680842683102803
     12090            11963             127	0.9894954507857734                    70757630         2332465	0.9680878099830079
     12091            11964             127	0.9894963195765445                    70769594         2332592	0.9680913509207508
     12092            11967             125	0.9896625868342706                    70781561         2332717	0.9680949184781664
     12093            11966             127	0.9894980567270322                    70793527         2332844	0.968098457942074
     12094            11968             126	0.9895816107160575                    70805495         2332970	0.9681020103443516
     12095            11969             126	0.9895824720959074                    70817464         2333096	0.968105562008001
     12096            11972             124	0.9897486772486772                    70829436         2333220	0.9681091402695933
     12097            11969             128	0.989418864181202                     70841405         2333348	0.9681126631202978
     12098            11971             127	0.9895023970904282                    70853376         2333475	0.9681161989057296
     12099            11972             127	0.9895032647326225                    70865348         2333602	0.9681197339579325
     12100            11975             125	0.9896694214876033                    70877323         2333727	0.9681232955954053
     12101            11974             127	0.989504999586811                     70889297         2333854	0.9681268291772912
     12102            11976             126	0.9895884977689638                    70901273         2333980	0.9681303756812311
     12103            11977             126	0.9895893580104106                    70913250         2334106	0.9681339214483046
     12104            11980             124	0.9897554527428949                    70925230         2334230	0.9681374937789604
     12105            11977             128	0.9894258570838497                    70937207         2334358	0.968141010772733
     12106            11979             127	0.9895093342144391                    70949186         2334485	0.9681445406849228
     12107            11980             127	0.9895102007103329                    70961166         2334612	0.968148069865634
     12108            11983             125	0.9896762471093492                    70973149         2334737	0.9681516255972789
     12109            11982             127	0.9895119332727723                    70985131         2334864	0.9681551533111806
     12110            11984             126	0.9895953757225433                    70997115         2334990	0.9681586939308506
     12111            11985             126	0.9895962348278424                    71009100         2335116	0.9681622338154109
     12112            11988             124	0.9897622192866579                    71021088         2335240	0.968165800229259
     12113            11985             128	0.9894328407496079                    71033073         2335368	0.9681693113800797
     12114            11987             127	0.9895162621759948                    71045060         2335495	0.9681728354330381
     12115            11988             127	0.989517127527858                     71057048         2335622	0.9681763587562627
     12116            11991             125	0.9896830637173984                    71069039         2335747	0.9681799085961507
     12117            11990             127	0.9895188578030866                    71081029         2335874	0.9681834304560627
     12118            11992             126	0.9896022445948176                    71093021         2336000	0.9681869652054873
     12119            11993             126	0.9896031025662183                    71105014         2336126	0.9681904992215534
     12120            11996             124	0.9897689768976897                    71117010         2336250	0.968194059732679
     12121            11993             128	0.9894398151967659                    71129003         2336378	0.9681975650544846
     12122            11995             127	0.9895231809932354                    71140998         2336505	0.9682010832621789
     12123            11996             127	0.9895240452033325                    71152994         2336632	0.9682046007418789
     12124            11999             125	0.9896898713295942                    71164993         2336757	0.9682081447040377
     12125            11998             127	0.9895257731958763                    71176991         2336884	0.968211660723911
     12126            12000             126	0.9896091044037605                    71188991         2337010	0.9682151896170716
     12127            12001             126	0.9896099612435062                    71200992         2337136	0.9682187177786196
     12128            12004             124	0.9897757255936676                    71212996         2337260	0.9682222724010641
     12129            12001             128	0.989446780443565                     71224997         2337388	0.9682257719077487
     12130            12003             127	0.9895300906842539                    71237000         2337515	0.968229284284103
     12131            12004             127	0.989530953754843                     71249004         2337642	0.9682327959341971
     12132            12007             125	0.9896966699637323                    71261011         2337767	0.9682363340326112
     12133            12006             127	0.9895326794692162                    71273017         2337894	0.9682398442263539
     12134            12008             126	0.9896159551672985                    71285025         2338020	0.9682433672771888
     12135            12009             126	0.9896168108776267                    71297034         2338146	0.9682468895981513
     12136            12012             124	0.9897824653922215                    71309046         2338270	0.9682504383459134
     12137            12009             128	0.9894537365081981                    71321055         2338398	0.9682539320513281
     12138            12011             127	0.989536991267095                     71333066         2338525	0.9682574386102236
     12139            12012             127	0.9895378532004284                    71345078         2338652	0.9682609444445877
     12140            12015             125	0.9897034596375618                    71357093         2338777	0.9682644766931987
     12141            12014             127	0.9895395766411333                    71369107         2338904	0.9682679810746758
     12142            12016             126	0.9896227969033108                    71381123         2339030	0.9682714982970803
     12143            12017             126	0.9896236514864531                    71393140         2339156	0.9682750147913474
     12144            12020             124	0.9897891963109354                    71405160         2339280	0.9682785576783822
     12145            12017             128	0.9894606834088102                    71417177         2339408	0.9682820455963356
     12146            12019             127	0.9895438827597562                    71429196         2339535	0.9682855463516107
     12147            12020             127	0.9895447435580802                    71441216         2339662	0.968289046384078
     12148            12023             125	0.989710240368785                     71453239         2339787	0.9682925727967844
     12149            12022             127	0.9895464647296074                    71465261         2339914	0.9682960713798185
     12150            12024             126	0.9896296296296296                    71477285         2340040	0.968299582787645
     12151            12025             126	0.9896304830878117                    71489310         2340166	0.9683030934690637
     12152            12028             124	0.9897959183673469                    71501338         2340290	0.968306630509284
     12153            12025             128	0.9894676211634987                    71513363         2340418	0.9683101126535417
     12154            12027             127	0.9895507651801876                    71525390         2340545	0.9683136076189924
     12155            12028             127	0.9895516248457424                    71537418         2340672	0.9683171018633535
